measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
28,HALE (Healthy life expectancy),44567,Eastern Mediterranean Region,3,Both,22,All Ages,5,Years,1990,55.17676,57.464918,52.659735
28,HALE (Healthy life expectancy),44568,Western Pacific Region,3,Both,22,All Ages,5,Years,1990,60.562895,62.583883,58.275232
28,HALE (Healthy life expectancy),44575,World Bank High Income,3,Both,22,All Ages,5,Years,1990,66.183873,68.540562,63.492113
28,HALE (Healthy life expectancy),44576,World Bank Upper Middle Income,3,Both,22,All Ages,5,Years,1990,59.568885,61.605438,57.256445
28,HALE (Healthy life expectancy),44577,World Bank Lower Middle Income,3,Both,22,All Ages,5,Years,1990,52.084135,54.201395,49.701159
28,HALE (Healthy life expectancy),44578,World Bank Low Income,3,Both,22,All Ages,5,Years,1990,45.337574,47.348957,43.043242
28,HALE (Healthy life expectancy),44579,ECA,3,Both,22,All Ages,5,Years,1990,48.154341,50.296087,45.745085
28,HALE (Healthy life expectancy),44580,ECE,3,Both,22,All Ages,5,Years,1990,63.699069,66.060463,61.030525
28,HALE (Healthy life expectancy),44581,ECLAC,3,Both,22,All Ages,5,Years,1990,64.434229,66.759747,61.787319
28,HALE (Healthy life expectancy),44582,ESCAP,3,Both,22,All Ages,5,Years,1990,57.092305,59.166603,54.782185
28,HALE (Healthy life expectancy),44583,ESCWA,3,Both,22,All Ages,5,Years,1990,57.201398,59.479984,54.579634
28,HALE (Healthy life expectancy),44584,OECD Countries,3,Both,22,All Ages,5,Years,1990,65.514786,67.878624,62.859272
28,HALE (Healthy life expectancy),44585,European Free Trade Association,3,Both,22,All Ages,5,Years,1990,67.330274,69.834515,64.453506
28,HALE (Healthy life expectancy),44586,G20,3,Both,22,All Ages,5,Years,1990,58.427024,60.517191,56.078472
28,HALE (Healthy life expectancy),44587,African Union,3,Both,22,All Ages,5,Years,1990,47.819836,49.958035,45.436693
28,HALE (Healthy life expectancy),44588,Southern African Development Community,3,Both,22,All Ages,5,Years,1990,47.753721,50.078051,45.095964
28,HALE (Healthy life expectancy),44589,Gulf Cooperation Council,3,Both,22,All Ages,5,Years,1990,64.012644,66.741562,61.210239
28,HALE (Healthy life expectancy),44590,Four World Regions,3,Both,22,All Ages,5,Years,1990,56.675609,58.748678,54.308929
28,HALE (Healthy life expectancy),44591,World Bank Income Levels,3,Both,22,All Ages,5,Years,1990,56.682023,58.754885,54.315653
28,HALE (Healthy life expectancy),44593,EU-15,3,Both,22,All Ages,5,Years,1990,66.8878,69.304947,64.10067
28,HALE (Healthy life expectancy),44634,High-middle SDI,3,Both,22,All Ages,5,Years,1990,60.918883,63.049191,58.497007
28,HALE (Healthy life expectancy),1,Global,3,Both,22,All Ages,5,Years,1990,56.679291,58.754662,54.30987
28,HALE (Healthy life expectancy),4,"Southeast Asia, East Asia, and Oceania",3,Both,22,All Ages,5,Years,1990,59.007286,61.038061,56.717691
28,HALE (Healthy life expectancy),5,East Asia,3,Both,22,All Ages,5,Years,1990,59.700994,61.728233,57.447506
28,HALE (Healthy life expectancy),6,China,3,Both,22,All Ages,5,Years,1990,59.59604,61.615871,57.363916
28,HALE (Healthy life expectancy),7,North Korea,3,Both,22,All Ages,5,Years,1990,61.390744,65.230957,56.916077
28,HALE (Healthy life expectancy),8,Taiwan,3,Both,22,All Ages,5,Years,1990,65.432223,67.630539,62.931067
28,HALE (Healthy life expectancy),9,Southeast Asia,3,Both,22,All Ages,5,Years,1990,57.457119,59.679544,54.949966
28,HALE (Healthy life expectancy),10,Cambodia,3,Both,22,All Ages,5,Years,1990,50.172177,52.17244,47.845871
28,HALE (Healthy life expectancy),11,Indonesia,3,Both,22,All Ages,5,Years,1990,56.208837,58.301256,53.878922
28,HALE (Healthy life expectancy),12,Laos,3,Both,22,All Ages,5,Years,1990,45.339056,47.902184,42.804642
28,HALE (Healthy life expectancy),13,Malaysia,3,Both,22,All Ages,5,Years,1990,63.301321,65.425468,60.830103
28,HALE (Healthy life expectancy),14,Maldives,3,Both,22,All Ages,5,Years,1990,56.987022,59.245014,54.446335
28,HALE (Healthy life expectancy),15,Myanmar,3,Both,22,All Ages,5,Years,1990,50.672494,55.139435,46.420872
28,HALE (Healthy life expectancy),16,Philippines,3,Both,22,All Ages,5,Years,1990,58.544083,60.76436,55.960072
28,HALE (Healthy life expectancy),17,Sri Lanka,3,Both,22,All Ages,5,Years,1990,61.531087,63.826914,58.991602
28,HALE (Healthy life expectancy),18,Thailand,3,Both,22,All Ages,5,Years,1990,62.302376,64.62598,59.770466
28,HALE (Healthy life expectancy),19,Timor-Leste,3,Both,22,All Ages,5,Years,1990,51.431943,53.775051,48.810024
28,HALE (Healthy life expectancy),20,Vietnam,3,Both,22,All Ages,5,Years,1990,60.883384,63.420725,58.204655
28,HALE (Healthy life expectancy),21,Oceania,3,Both,22,All Ages,5,Years,1990,51.044947,54.533705,47.599569
28,HALE (Healthy life expectancy),22,Fiji,3,Both,22,All Ages,5,Years,1990,56.766703,59.487871,53.939301
28,HALE (Healthy life expectancy),23,Kiribati,3,Both,22,All Ages,5,Years,1990,50.742593,53.135794,48.194017
28,HALE (Healthy life expectancy),24,Marshall Islands,3,Both,22,All Ages,5,Years,1990,56.029335,58.655161,53.184078
28,HALE (Healthy life expectancy),25,Federated States of Micronesia,3,Both,22,All Ages,5,Years,1990,56.870848,61.358877,52.224188
28,HALE (Healthy life expectancy),26,Papua New Guinea,3,Both,22,All Ages,5,Years,1990,48.644434,52.870064,44.52116
28,HALE (Healthy life expectancy),27,Samoa,3,Both,22,All Ages,5,Years,1990,60.790187,63.639353,57.747511
28,HALE (Healthy life expectancy),28,Solomon Islands,3,Both,22,All Ages,5,Years,1990,53.202252,57.577583,48.679201
28,HALE (Healthy life expectancy),29,Tonga,3,Both,22,All Ages,5,Years,1990,60.217615,62.941957,57.076948
28,HALE (Healthy life expectancy),30,Vanuatu,3,Both,22,All Ages,5,Years,1990,55.069816,59.245388,50.561378
28,HALE (Healthy life expectancy),31,"Central Europe, Eastern Europe, and Central Asia",3,Both,22,All Ages,5,Years,1990,60.635505,62.864002,58.081102
28,HALE (Healthy life expectancy),32,Central Asia,3,Both,22,All Ages,5,Years,1990,59.157721,61.281694,56.801085
28,HALE (Healthy life expectancy),33,Armenia,3,Both,22,All Ages,5,Years,1990,61.505757,63.754263,59.051849
28,HALE (Healthy life expectancy),34,Azerbaijan,3,Both,22,All Ages,5,Years,1990,57.931999,60.015636,55.641115
28,HALE (Healthy life expectancy),35,Georgia,3,Both,22,All Ages,5,Years,1990,61.996352,64.112579,59.524424
28,HALE (Healthy life expectancy),36,Kazakhstan,3,Both,22,All Ages,5,Years,1990,59.69202,61.851561,57.253611
28,HALE (Healthy life expectancy),37,Kyrgyzstan,3,Both,22,All Ages,5,Years,1990,58.100434,60.112997,55.798952
28,HALE (Healthy life expectancy),38,Mongolia,3,Both,22,All Ages,5,Years,1990,55.105472,57.006353,53.01358
28,HALE (Healthy life expectancy),39,Tajikistan,3,Both,22,All Ages,5,Years,1990,57.579038,59.763617,55.256819
28,HALE (Healthy life expectancy),40,Turkmenistan,3,Both,22,All Ages,5,Years,1990,56.604026,58.768547,54.051445
28,HALE (Healthy life expectancy),41,Uzbekistan,3,Both,22,All Ages,5,Years,1990,59.803827,62.001705,57.269991
28,HALE (Healthy life expectancy),42,Central Europe,3,Both,22,All Ages,5,Years,1990,62.600949,64.7897,60.125458
28,HALE (Healthy life expectancy),43,Albania,3,Both,22,All Ages,5,Years,1990,64.107507,66.461758,61.414707
28,HALE (Healthy life expectancy),44,Bosnia and Herzegovina,3,Both,22,All Ages,5,Years,1990,64.173606,66.368065,61.657946
28,HALE (Healthy life expectancy),45,Bulgaria,3,Both,22,All Ages,5,Years,1990,63.012688,65.205997,60.57019
28,HALE (Healthy life expectancy),46,Croatia,3,Both,22,All Ages,5,Years,1990,63.864092,66.137215,61.2535
28,HALE (Healthy life expectancy),47,Czech Republic,3,Both,22,All Ages,5,Years,1990,63.390587,65.54348,60.871206
28,HALE (Healthy life expectancy),48,Hungary,3,Both,22,All Ages,5,Years,1990,61.2382,63.358351,58.859968
28,HALE (Healthy life expectancy),49,Macedonia,3,Both,22,All Ages,5,Years,1990,63.325345,65.487637,60.902132
28,HALE (Healthy life expectancy),50,Montenegro,3,Both,22,All Ages,5,Years,1990,65.651771,68.091286,63.042528
28,HALE (Healthy life expectancy),51,Poland,3,Both,22,All Ages,5,Years,1990,62.594213,64.755615,60.136618
28,HALE (Healthy life expectancy),52,Romania,3,Both,22,All Ages,5,Years,1990,61.672833,63.829597,59.226515
28,HALE (Healthy life expectancy),53,Serbia,3,Both,22,All Ages,5,Years,1990,63.963207,66.271824,61.468855
28,HALE (Healthy life expectancy),54,Slovakia,3,Both,22,All Ages,5,Years,1990,62.690991,64.843998,60.256479
28,HALE (Healthy life expectancy),55,Slovenia,3,Both,22,All Ages,5,Years,1990,64.76889,67.096809,62.1474
28,HALE (Healthy life expectancy),56,Eastern Europe,3,Both,22,All Ages,5,Years,1990,60.641373,62.916817,58.038376
28,HALE (Healthy life expectancy),57,Belarus,3,Both,22,All Ages,5,Years,1990,61.894622,64.182957,59.39773
28,HALE (Healthy life expectancy),58,Estonia,3,Both,22,All Ages,5,Years,1990,61.407228,63.716707,58.880978
28,HALE (Healthy life expectancy),59,Latvia,3,Both,22,All Ages,5,Years,1990,60.983809,63.204998,58.449129
28,HALE (Healthy life expectancy),60,Lithuania,3,Both,22,All Ages,5,Years,1990,62.545967,64.881466,59.955862
28,HALE (Healthy life expectancy),61,Moldova,3,Both,22,All Ages,5,Years,1990,59.825169,61.931562,57.38455
28,HALE (Healthy life expectancy),62,Russia,3,Both,22,All Ages,5,Years,1990,60.247424,62.583521,57.580549
28,HALE (Healthy life expectancy),63,Ukraine,3,Both,22,All Ages,5,Years,1990,61.4266,63.610729,58.960697
28,HALE (Healthy life expectancy),64,High-income,3,Both,22,All Ages,5,Years,1990,66.711689,69.081993,63.99485
28,HALE (Healthy life expectancy),65,High-income Asia Pacific,3,Both,22,All Ages,5,Years,1990,68.943605,71.158882,66.398773
28,HALE (Healthy life expectancy),66,Brunei,3,Both,22,All Ages,5,Years,1990,65.534828,67.629021,63.077999
28,HALE (Healthy life expectancy),67,Japan,3,Both,22,All Ages,5,Years,1990,70.365819,72.579842,67.831726
28,HALE (Healthy life expectancy),68,South Korea,3,Both,22,All Ages,5,Years,1990,63.841205,65.93573,61.474825
28,HALE (Healthy life expectancy),69,Singapore,3,Both,22,All Ages,5,Years,1990,67.35098,69.296734,65.168354
28,HALE (Healthy life expectancy),70,Australasia,3,Both,22,All Ages,5,Years,1990,66.950104,69.418144,64.191631
28,HALE (Healthy life expectancy),71,Australia,3,Both,22,All Ages,5,Years,1990,67.106193,69.596703,64.326042
28,HALE (Healthy life expectancy),72,New Zealand,3,Both,22,All Ages,5,Years,1990,66.198641,68.594936,63.493116
28,HALE (Healthy life expectancy),73,Western Europe,3,Both,22,All Ages,5,Years,1990,66.904012,69.322979,64.112453
28,HALE (Healthy life expectancy),74,Andorra,3,Both,22,All Ages,5,Years,1990,71.288641,73.957859,68.253269
28,HALE (Healthy life expectancy),75,Austria,3,Both,22,All Ages,5,Years,1990,66.394227,68.785564,63.660101
28,HALE (Healthy life expectancy),76,Belgium,3,Both,22,All Ages,5,Years,1990,66.602577,69.033691,63.859049
28,HALE (Healthy life expectancy),77,Cyprus,3,Both,22,All Ages,5,Years,1990,67.2382,69.68058,64.443455
28,HALE (Healthy life expectancy),78,Denmark,3,Both,22,All Ages,5,Years,1990,65.920659,68.242168,63.255396
28,HALE (Healthy life expectancy),79,Finland,3,Both,22,All Ages,5,Years,1990,65.795948,68.217953,63.021597
28,HALE (Healthy life expectancy),80,France,3,Both,22,All Ages,5,Years,1990,67.644626,70.125122,64.750797
28,HALE (Healthy life expectancy),81,Germany,3,Both,22,All Ages,5,Years,1990,66.056739,68.483181,63.316921
28,HALE (Healthy life expectancy),82,Greece,3,Both,22,All Ages,5,Years,1990,67.756101,70.154659,64.990498
28,HALE (Healthy life expectancy),83,Iceland,3,Both,22,All Ages,5,Years,1990,68.719763,71.149078,65.886799
28,HALE (Healthy life expectancy),84,Ireland,3,Both,22,All Ages,5,Years,1990,66.827011,69.312366,63.987177
28,HALE (Healthy life expectancy),85,Israel,3,Both,22,All Ages,5,Years,1990,67.40878,69.775024,64.64851
28,HALE (Healthy life expectancy),86,Italy,3,Both,22,All Ages,5,Years,1990,67.513141,69.983902,64.738651
28,HALE (Healthy life expectancy),87,Luxembourg,3,Both,22,All Ages,5,Years,1990,65.423688,67.89912,62.586979
28,HALE (Healthy life expectancy),88,Malta,3,Both,22,All Ages,5,Years,1990,67.421029,69.870346,64.56945
28,HALE (Healthy life expectancy),89,Netherlands,3,Both,22,All Ages,5,Years,1990,67.38255,69.867619,64.593388
28,HALE (Healthy life expectancy),90,Norway,3,Both,22,All Ages,5,Years,1990,67.020115,69.450516,64.2481
28,HALE (Healthy life expectancy),91,Portugal,3,Both,22,All Ages,5,Years,1990,64.83427,67.203571,62.033228
28,HALE (Healthy life expectancy),92,Spain,3,Both,22,All Ages,5,Years,1990,67.555059,69.987286,64.753712
28,HALE (Healthy life expectancy),93,Sweden,3,Both,22,All Ages,5,Years,1990,68.406971,70.779625,65.68391
28,HALE (Healthy life expectancy),94,Switzerland,3,Both,22,All Ages,5,Years,1990,67.497184,70.045536,64.53931
28,HALE (Healthy life expectancy),95,United Kingdom,3,Both,22,All Ages,5,Years,1990,66.654606,68.958641,63.979145
28,HALE (Healthy life expectancy),96,Southern Latin America,3,Both,22,All Ages,5,Years,1990,64.42782,66.540882,61.965773
28,HALE (Healthy life expectancy),97,Argentina,3,Both,22,All Ages,5,Years,1990,64.198433,66.319485,61.743725
28,HALE (Healthy life expectancy),98,Chile,3,Both,22,All Ages,5,Years,1990,64.902505,67.000042,62.463018
28,HALE (Healthy life expectancy),99,Uruguay,3,Both,22,All Ages,5,Years,1990,64.841143,66.931728,62.402706
28,HALE (Healthy life expectancy),100,High-income North America,3,Both,22,All Ages,5,Years,1990,65.690447,68.134495,62.927542
28,HALE (Healthy life expectancy),101,Canada,3,Both,22,All Ages,5,Years,1990,67.669083,70.192581,64.848919
28,HALE (Healthy life expectancy),102,United States,3,Both,22,All Ages,5,Years,1990,65.456681,67.889458,62.691019
28,HALE (Healthy life expectancy),103,Latin America and Caribbean,3,Both,22,All Ages,5,Years,1990,60.787689,63.023722,58.291801
28,HALE (Healthy life expectancy),104,Caribbean,3,Both,22,All Ages,5,Years,1990,59.38623,61.572184,56.830181
28,HALE (Healthy life expectancy),105,Antigua and Barbuda,3,Both,22,All Ages,5,Years,1990,64.553862,67.062004,61.857609
28,HALE (Healthy life expectancy),106,The Bahamas,3,Both,22,All Ages,5,Years,1990,60.010062,62.329508,57.520124
28,HALE (Healthy life expectancy),107,Barbados,3,Both,22,All Ages,5,Years,1990,63.971095,66.476948,61.259605
28,HALE (Healthy life expectancy),108,Belize,3,Both,22,All Ages,5,Years,1990,62.654714,64.99897,60.078756
28,HALE (Healthy life expectancy),109,Cuba,3,Both,22,All Ages,5,Years,1990,65.752037,68.086773,63.101942
28,HALE (Healthy life expectancy),4940,Sweden except Stockholm,3,Both,22,All Ages,5,Years,1995,69.308144,71.756264,66.481613
28,HALE (Healthy life expectancy),4944,Stockholm,3,Both,22,All Ages,5,Years,1995,69.579651,71.921803,66.964806
28,HALE (Healthy life expectancy),44635,High SDI,3,Both,22,All Ages,5,Years,1990,65.400524,67.760666,62.709726
28,HALE (Healthy life expectancy),44636,Low-middle SDI,3,Both,22,All Ages,5,Years,1990,49.394406,51.475243,47.05098
28,HALE (Healthy life expectancy),44637,Low SDI,3,Both,22,All Ages,5,Years,1990,43.673847,45.743402,41.342333
28,HALE (Healthy life expectancy),44638,North America,3,Both,22,All Ages,5,Years,1990,65.669763,68.1119,62.908991
28,HALE (Healthy life expectancy),44639,Middle SDI,3,Both,22,All Ages,5,Years,1990,56.897918,58.909954,54.617016
28,HALE (Healthy life expectancy),44642,Nordic Region,3,Both,22,All Ages,5,Years,1990,67.004311,69.389584,64.26796
28,HALE (Healthy life expectancy),1,Global,3,Both,22,All Ages,5,Years,1995,57.346189,59.444916,54.973841
28,HALE (Healthy life expectancy),4,"Southeast Asia, East Asia, and Oceania",3,Both,22,All Ages,5,Years,1995,60.367565,62.343971,58.173834
28,HALE (Healthy life expectancy),5,East Asia,3,Both,22,All Ages,5,Years,1995,61.05582,63.02393,58.922503
28,HALE (Healthy life expectancy),6,China,3,Both,22,All Ages,5,Years,1995,61.134575,63.09573,59.019602
28,HALE (Healthy life expectancy),7,North Korea,3,Both,22,All Ages,5,Years,1995,52.576627,61.928825,37.501915
28,HALE (Healthy life expectancy),8,Taiwan,3,Both,22,All Ages,5,Years,1995,66.412487,68.533329,64.038054
28,HALE (Healthy life expectancy),9,Southeast Asia,3,Both,22,All Ages,5,Years,1995,58.801259,60.997372,56.319302
28,HALE (Healthy life expectancy),10,Cambodia,3,Both,22,All Ages,5,Years,1995,50.704442,52.691406,48.448013
28,HALE (Healthy life expectancy),11,Indonesia,3,Both,22,All Ages,5,Years,1995,58.168413,60.234501,55.911663
28,HALE (Healthy life expectancy),12,Laos,3,Both,22,All Ages,5,Years,1995,47.187122,49.498428,44.931774
28,HALE (Healthy life expectancy),13,Malaysia,3,Both,22,All Ages,5,Years,1995,63.811647,66.031734,61.40766
28,HALE (Healthy life expectancy),14,Maldives,3,Both,22,All Ages,5,Years,1995,59.929939,62.270996,57.112869
28,HALE (Healthy life expectancy),15,Myanmar,3,Both,22,All Ages,5,Years,1995,52.007234,56.395847,48.035124
28,HALE (Healthy life expectancy),16,Philippines,3,Both,22,All Ages,5,Years,1995,59.920896,62.22963,57.448244
28,HALE (Healthy life expectancy),17,Sri Lanka,3,Both,22,All Ages,5,Years,1995,62.899465,65.121052,60.417625
28,HALE (Healthy life expectancy),18,Thailand,3,Both,22,All Ages,5,Years,1995,61.965626,64.261314,59.355364
28,HALE (Healthy life expectancy),19,Timor-Leste,3,Both,22,All Ages,5,Years,1995,54.310354,56.797821,51.903666
28,HALE (Healthy life expectancy),20,Vietnam,3,Both,22,All Ages,5,Years,1995,62.025306,64.747391,59.257616
28,HALE (Healthy life expectancy),21,Oceania,3,Both,22,All Ages,5,Years,1995,51.575568,55.125555,48.022024
28,HALE (Healthy life expectancy),22,Fiji,3,Both,22,All Ages,5,Years,1995,56.293895,58.831018,53.554476
28,HALE (Healthy life expectancy),23,Kiribati,3,Both,22,All Ages,5,Years,1995,51.439172,53.810116,48.923323
28,HALE (Healthy life expectancy),24,Marshall Islands,3,Both,22,All Ages,5,Years,1995,56.50157,59.140398,53.738165
28,HALE (Healthy life expectancy),25,Federated States of Micronesia,3,Both,22,All Ages,5,Years,1995,57.793039,62.126261,53.111307
28,HALE (Healthy life expectancy),26,Papua New Guinea,3,Both,22,All Ages,5,Years,1995,49.39191,53.849171,45.04718
28,HALE (Healthy life expectancy),27,Samoa,3,Both,22,All Ages,5,Years,1995,61.501267,64.377357,58.50729
28,HALE (Healthy life expectancy),28,Solomon Islands,3,Both,22,All Ages,5,Years,1995,54.12049,58.443546,49.619556
28,HALE (Healthy life expectancy),29,Tonga,3,Both,22,All Ages,5,Years,1995,60.907547,63.340879,58.150341
28,HALE (Healthy life expectancy),30,Vanuatu,3,Both,22,All Ages,5,Years,1995,55.438784,59.789879,50.598068
28,HALE (Healthy life expectancy),31,"Central Europe, Eastern Europe, and Central Asia",3,Both,22,All Ages,5,Years,1995,58.366952,60.445488,55.989967
28,HALE (Healthy life expectancy),32,Central Asia,3,Both,22,All Ages,5,Years,1995,57.6576,59.710577,55.454067
28,HALE (Healthy life expectancy),33,Armenia,3,Both,22,All Ages,5,Years,1995,60.807867,62.960972,58.435539
28,HALE (Healthy life expectancy),34,Azerbaijan,3,Both,22,All Ages,5,Years,1995,57.109593,59.157396,54.732754
28,HALE (Healthy life expectancy),35,Georgia,3,Both,22,All Ages,5,Years,1995,62.748866,64.924267,60.288286
28,HALE (Healthy life expectancy),36,Kazakhstan,3,Both,22,All Ages,5,Years,1995,56.016361,58.066219,53.737352
28,HALE (Healthy life expectancy),37,Kyrgyzstan,3,Both,22,All Ages,5,Years,1995,57.494823,59.517359,55.297537
28,HALE (Healthy life expectancy),38,Mongolia,3,Both,22,All Ages,5,Years,1995,54.81044,56.703304,52.760485
28,HALE (Healthy life expectancy),39,Tajikistan,3,Both,22,All Ages,5,Years,1995,56.611995,58.68646,54.266617
28,HALE (Healthy life expectancy),40,Turkmenistan,3,Both,22,All Ages,5,Years,1995,56.138596,58.262373,53.816795
28,HALE (Healthy life expectancy),41,Uzbekistan,3,Both,22,All Ages,5,Years,1995,58.875025,60.97057,56.592026
28,HALE (Healthy life expectancy),42,Central Europe,3,Both,22,All Ages,5,Years,1995,62.795145,64.977104,60.31414
28,HALE (Healthy life expectancy),43,Albania,3,Both,22,All Ages,5,Years,1995,64.417804,66.901741,61.65374
28,HALE (Healthy life expectancy),44,Bosnia and Herzegovina,3,Both,22,All Ages,5,Years,1995,57.633766,60.344713,54.521458
28,HALE (Healthy life expectancy),45,Bulgaria,3,Both,22,All Ages,5,Years,1995,62.684593,64.82275,60.244316
28,HALE (Healthy life expectancy),46,Croatia,3,Both,22,All Ages,5,Years,1995,64.145849,66.409653,61.561781
28,HALE (Healthy life expectancy),47,Czech Republic,3,Both,22,All Ages,5,Years,1995,64.777625,67.025318,62.196295
28,HALE (Healthy life expectancy),48,Hungary,3,Both,22,All Ages,5,Years,1995,61.798215,63.898083,59.378679
28,HALE (Healthy life expectancy),49,Macedonia,3,Both,22,All Ages,5,Years,1995,63.538616,65.676991,61.140787
28,HALE (Healthy life expectancy),50,Montenegro,3,Both,22,All Ages,5,Years,1995,64.85072,67.14782,62.268829
28,HALE (Healthy life expectancy),51,Poland,3,Both,22,All Ages,5,Years,1995,63.499037,65.688751,61.025631
28,HALE (Healthy life expectancy),52,Romania,3,Both,22,All Ages,5,Years,1995,61.271642,63.374659,58.887457
28,HALE (Healthy life expectancy),53,Serbia,3,Both,22,All Ages,5,Years,1995,63.593753,65.784336,61.204451
28,HALE (Healthy life expectancy),54,Slovakia,3,Both,22,All Ages,5,Years,1995,63.91941,66.17326,61.394238
28,HALE (Healthy life expectancy),55,Slovenia,3,Both,22,All Ages,5,Years,1995,65.613052,67.99773,62.925838
28,HALE (Healthy life expectancy),56,Eastern Europe,3,Both,22,All Ages,5,Years,1995,57.178542,59.250118,54.835552
28,HALE (Healthy life expectancy),57,Belarus,3,Both,22,All Ages,5,Years,1995,60.100916,62.236876,57.731861
28,HALE (Healthy life expectancy),58,Estonia,3,Both,22,All Ages,5,Years,1995,59.517417,61.621872,57.173393
28,HALE (Healthy life expectancy),59,Latvia,3,Both,22,All Ages,5,Years,1995,58.598887,60.639797,56.273615
28,HALE (Healthy life expectancy),60,Lithuania,3,Both,22,All Ages,5,Years,1995,60.692465,62.849976,58.228239
28,HALE (Healthy life expectancy),61,Moldova,3,Both,22,All Ages,5,Years,1995,57.703914,59.729605,55.494661
28,HALE (Healthy life expectancy),62,Russia,3,Both,22,All Ages,5,Years,1995,56.384666,58.455383,53.995426
28,HALE (Healthy life expectancy),63,Ukraine,3,Both,22,All Ages,5,Years,1995,58.585314,60.644617,56.334122
28,HALE (Healthy life expectancy),44537,Commonwealth Low Income,3,Both,22,All Ages,5,Years,1995,48.863603,50.998085,46.501993
28,HALE (Healthy life expectancy),44559,Africa,3,Both,22,All Ages,5,Years,1995,48.41099,50.500088,45.90015
28,HALE (Healthy life expectancy),44560,America,3,Both,22,All Ages,5,Years,1995,63.598922,65.937115,60.963501
28,HALE (Healthy life expectancy),44561,Asia,3,Both,22,All Ages,5,Years,1995,57.36884,59.382507,55.059841
28,HALE (Healthy life expectancy),44562,Europe,3,Both,22,All Ages,5,Years,1995,62.84109,65.158096,60.220396
28,HALE (Healthy life expectancy),44563,African Region,3,Both,22,All Ages,5,Years,1995,46.770358,48.787268,44.287252
28,HALE (Healthy life expectancy),44564,Region of the Americas,3,Both,22,All Ages,5,Years,1995,63.598902,65.937077,60.963497
28,HALE (Healthy life expectancy),44565,South-East Asia Region,3,Both,22,All Ages,5,Years,1995,52.936511,55.068243,50.468954
28,HALE (Healthy life expectancy),44566,European Region,3,Both,22,All Ages,5,Years,1995,62.397082,64.666222,59.77886
28,HALE (Healthy life expectancy),44567,Eastern Mediterranean Region,3,Both,22,All Ages,5,Years,1995,56.101416,58.416433,53.601973
28,HALE (Healthy life expectancy),44568,Western Pacific Region,3,Both,22,All Ages,5,Years,1995,62.042117,64.075878,59.888699
28,HALE (Healthy life expectancy),44575,World Bank High Income,3,Both,22,All Ages,5,Years,1995,66.970013,69.352398,64.217289
28,HALE (Healthy life expectancy),44576,World Bank Upper Middle Income,3,Both,22,All Ages,5,Years,1995,60.314856,62.311394,58.132233
28,HALE (Healthy life expectancy),44577,World Bank Lower Middle Income,3,Both,22,All Ages,5,Years,1995,53.146998,55.284813,50.674923
28,HALE (Healthy life expectancy),44578,World Bank Low Income,3,Both,22,All Ages,5,Years,1995,45.50578,47.537786,43.20866
28,HALE (Healthy life expectancy),44579,ECA,3,Both,22,All Ages,5,Years,1995,48.41099,50.500088,45.90015
28,HALE (Healthy life expectancy),44580,ECE,3,Both,22,All Ages,5,Years,1995,63.30741,65.628498,60.641775
28,HALE (Healthy life expectancy),44581,ECLAC,3,Both,22,All Ages,5,Years,1995,65.361729,67.716305,62.665369
