Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Colombia,1990 - 2015,All ages,Both,Protein-energy malnutrition,DALYs annual % change,-0.035776684,,
Colombia,2015,All ages,Both,Iodine deficiency,Percent of total DALYs,0.000840329,0.000567756,0.001247375
Colombia,1990 - 2015,All ages,Both,Iodine deficiency,DALYs annual % change,-0.013411469,,
Colombia,2015,All ages,Both,Vitamin A deficiency,Percent of total DALYs,8.65838E-05,5.69985E-05,0.000123542
Colombia,1990 - 2015,All ages,Both,Vitamin A deficiency,DALYs annual % change,-0.024158785,,
Colombia,2015,All ages,Both,Iron-deficiency anemia,Percent of total DALYs,0.012611215,0.009155762,0.016953222
Colombia,1990 - 2015,All ages,Both,Iron-deficiency anemia,DALYs annual % change,-0.006198352,,
Colombia,2015,All ages,Both,Other nutritional deficiencies,Percent of total DALYs,0.000171777,0.000128564,0.000229187
Colombia,1990 - 2015,All ages,Both,Other nutritional deficiencies,DALYs annual % change,-0.05933818,,
Colombia,2015,All ages,Both,Sexually transmitted diseases excluding HIV,Percent of total DALYs,0.001305912,0.000858873,0.001943481
Colombia,1990 - 2015,All ages,Both,Sexually transmitted diseases excluding HIV,DALYs annual % change,-0.068892031,,
Colombia,2015,All ages,Both,Hepatitis,Percent of total DALYs,0.000500076,0.000444198,0.00056639
Colombia,1990 - 2015,All ages,Both,Hepatitis,DALYs annual % change,-0.041594804,,
Colombia,2015,All ages,Both,Leprosy,Percent of total DALYs,9.52944E-06,6.46291E-06,1.3364E-05
Colombia,1990 - 2015,All ages,Both,Leprosy,DALYs annual % change,0.000823599,,
Colombia,2015,All ages,Both,Other infectious diseases,Percent of total DALYs,0.001427309,0.001252965,0.001637161
Colombia,1990 - 2015,All ages,Both,Other infectious diseases,DALYs annual % change,-0.014586597,,
Colombia,2015,All ages,Both,Esophageal cancer,Percent of total DALYs,0.001559923,0.001328537,0.001811647
Colombia,1990 - 2015,All ages,Both,Esophageal cancer,DALYs annual % change,-0.005259317,,
Colombia,2015,All ages,Both,Stomach cancer,Percent of total DALYs,0.010760942,0.009442301,0.012170414
Colombia,1990 - 2015,All ages,Both,Stomach cancer,DALYs annual % change,-0.004412025,,
Colombia,2015,All ages,Both,Liver cancer,Percent of total DALYs,0.004218602,0.003592698,0.00490808
Colombia,1990 - 2015,All ages,Both,Liver cancer,DALYs annual % change,0.010083887,,
Colombia,2015,All ages,Both,Larynx cancer,Percent of total DALYs,0.000994912,0.000853586,0.001154039
Colombia,1990 - 2015,All ages,Both,Larynx cancer,DALYs annual % change,-0.005290834,,
Colombia,2015,All ages,Both,"Tracheal, bronchus, and lung cancer",Percent of total DALYs,0.009871065,0.008582944,0.011239875
Colombia,1990 - 2015,All ages,Both,"Tracheal, bronchus, and lung cancer",DALYs annual % change,0.010523084,,
Colombia,2015,All ages,Both,Breast cancer,Percent of total DALYs,0.008613199,0.007349596,0.010135012
Colombia,1990 - 2015,All ages,Both,Breast cancer,DALYs annual % change,0.0163754,,
Colombia,2015,All ages,Both,Cervical cancer,Percent of total DALYs,0.005528422,0.004729529,0.006436013
Colombia,1990 - 2015,All ages,Both,Cervical cancer,DALYs annual % change,-0.004029542,,
Colombia,2015,All ages,Both,Uterine cancer,Percent of total DALYs,0.000908875,0.000760922,0.001137462
Colombia,1990 - 2015,All ages,Both,Uterine cancer,DALYs annual % change,-0.007047825,,
Colombia,2015,All ages,Both,Prostate cancer,Percent of total DALYs,0.004464867,0.002641856,0.005478234
Colombia,1990 - 2015,All ages,Both,Prostate cancer,DALYs annual % change,0.017586348,,
Colombia,2015,All ages,Both,Colon and rectum cancer,Percent of total DALYs,0.007426318,0.006376245,0.008548658
Colombia,1990 - 2015,All ages,Both,Colon and rectum cancer,DALYs annual % change,0.016927163,,
Colombia,2015,All ages,Both,Lip and oral cavity cancer,Percent of total DALYs,0.000994737,0.000861544,0.001152394
Colombia,1990 - 2015,All ages,Both,Lip and oral cavity cancer,DALYs annual % change,0.002413795,,
Colombia,2015,All ages,Both,Nasopharynx cancer,Percent of total DALYs,0.000354369,0.000302595,0.000417526
Colombia,1990 - 2015,All ages,Both,Nasopharynx cancer,DALYs annual % change,-0.004572116,,
Colombia,2015,All ages,Both,Other pharynx cancer,Percent of total DALYs,0.000373523,0.000320136,0.000435331
Colombia,1990 - 2015,All ages,Both,Other pharynx cancer,DALYs annual % change,-0.007999876,,
Colombia,2015,All ages,Both,Gallbladder and biliary tract cancer,Percent of total DALYs,0.001865686,0.001573238,0.00221038
Colombia,1990 - 2015,All ages,Both,Gallbladder and biliary tract cancer,DALYs annual % change,-0.012732303,,
Colombia,2015,All ages,Both,Pancreatic cancer,Percent of total DALYs,0.003476496,0.003024688,0.00400984
Colombia,1990 - 2015,All ages,Both,Pancreatic cancer,DALYs annual % change,0.009385907,,
Colombia,2015,All ages,Both,Malignant skin melanoma,Percent of total DALYs,0.000813578,0.000541226,0.001109633
Colombia,1990 - 2015,All ages,Both,Malignant skin melanoma,DALYs annual % change,0.019609322,,
Colombia,2015,All ages,Both,Non-melanoma skin cancer,Percent of total DALYs,0.00097336,0.000839509,0.001125049
Colombia,1990 - 2015,All ages,Both,Non-melanoma skin cancer,DALYs annual % change,0.015781346,,
Colombia,2015,All ages,Both,Ovarian cancer,Percent of total DALYs,0.002593559,0.002206405,0.00300835
Colombia,1990 - 2015,All ages,Both,Ovarian cancer,DALYs annual % change,0.009204365,,
Colombia,2015,All ages,Both,Testicular cancer,Percent of total DALYs,0.000423164,0.00033986,0.000535872
Colombia,1990 - 2015,All ages,Both,Testicular cancer,DALYs annual % change,-0.00176468,,
Colombia,2015,All ages,Both,Kidney cancer,Percent of total DALYs,0.001511817,0.001276589,0.001757
Colombia,1990 - 2015,All ages,Both,Kidney cancer,DALYs annual % change,0.013330759,,
Colombia,2015,All ages,Both,Bladder cancer,Percent of total DALYs,0.001027525,0.000868378,0.00119486
Colombia,1990 - 2015,All ages,Both,Bladder cancer,DALYs annual % change,0.004943204,,
Colombia,2015,All ages,Both,Brain and nervous system cancer,Percent of total DALYs,0.004439729,0.003749449,0.005171825
Colombia,1990 - 2015,All ages,Both,Brain and nervous system cancer,DALYs annual % change,0.013007672,,
Colombia,2015,All ages,Both,Thyroid cancer,Percent of total DALYs,0.000635416,0.000553191,0.000730573
Colombia,1990 - 2015,All ages,Both,Thyroid cancer,DALYs annual % change,0.004410096,,
Colombia,2015,All ages,Both,Mesothelioma,Percent of total DALYs,0.000260021,0.000215467,0.000307687
Colombia,1990 - 2015,All ages,Both,Mesothelioma,DALYs annual % change,0.016231006,,
Colombia,2015,All ages,Both,Hodgkin lymphoma,Percent of total DALYs,0.000567335,0.000462793,0.000673987
Colombia,1990 - 2015,All ages,Both,Hodgkin lymphoma,DALYs annual % change,-0.015917578,,
Colombia,2015,All ages,Both,Non-Hodgkin lymphoma,Percent of total DALYs,0.003839967,0.002924882,0.004556572
Colombia,1990 - 2015,All ages,Both,Non-Hodgkin lymphoma,DALYs annual % change,0.005232326,,
Colombia,2015,All ages,Both,Multiple myeloma,Percent of total DALYs,0.00133235,0.001132606,0.001605759
Colombia,1990 - 2015,All ages,Both,Multiple myeloma,DALYs annual % change,0.011987825,,
Colombia,2015,All ages,Both,Leukemia,Percent of total DALYs,0.008981931,0.007584973,0.010565759
Colombia,1990 - 2015,All ages,Both,Leukemia,DALYs annual % change,-0.006559202,,
Colombia,2015,All ages,Both,Other neoplasms,Percent of total DALYs,0.008063033,0.005573893,0.009475111
Colombia,1990 - 2015,All ages,Both,Other neoplasms,DALYs annual % change,0.0198007,,
Colombia,2015,All ages,Both,Rheumatic heart disease,Percent of total DALYs,0.000605299,0.000523488,0.000692238
Colombia,1990 - 2015,All ages,Both,Rheumatic heart disease,DALYs annual % change,-0.046681353,,
Colombia,2015,All ages,Both,Ischemic heart disease,Percent of total DALYs,0.060727177,0.054160605,0.068085439
Colombia,1990 - 2015,All ages,Both,Ischemic heart disease,DALYs annual % change,-0.00193759,,
Colombia,2015,All ages,Both,Cerebrovascular disease,Percent of total DALYs,0.026962877,0.023675317,0.030290283
Colombia,1990 - 2015,All ages,Both,Cerebrovascular disease,DALYs annual % change,-0.014367453,,
Colombia,2015,All ages,Both,Hypertensive heart disease,Percent of total DALYs,0.00601814,0.005288146,0.006914525
Colombia,1990 - 2015,All ages,Both,Hypertensive heart disease,DALYs annual % change,-0.016482333,,
Colombia,2015,All ages,Both,Cardiomyopathy and myocarditis,Percent of total DALYs,0.002780652,0.00242467,0.003190255
Colombia,1990 - 2015,All ages,Both,Cardiomyopathy and myocarditis,DALYs annual % change,-0.021410152,,
Colombia,2015,All ages,Both,Atrial fibrillation and flutter,Percent of total DALYs,0.001518032,0.001268763,0.001790842
Colombia,1990 - 2015,All ages,Both,Atrial fibrillation and flutter,DALYs annual % change,0.020845232,,
Colombia,2015,All ages,Both,Aortic aneurysm,Percent of total DALYs,0.002236435,0.001929259,0.002573377
Colombia,1990 - 2015,All ages,Both,Aortic aneurysm,DALYs annual % change,0.005415683,,
Colombia,2015,All ages,Both,Peripheral artery disease,Percent of total DALYs,0.000290641,0.00020747,0.000415078
Colombia,1990 - 2015,All ages,Both,Peripheral artery disease,DALYs annual % change,0.024415145,,
Colombia,2015,All ages,Both,Endocarditis,Percent of total DALYs,0.00127506,0.001072512,0.001497772
Colombia,1990 - 2015,All ages,Both,Endocarditis,DALYs annual % change,0.000506563,,
Colombia,2015,All ages,Both,Other cardiovascular and circulatory diseases,Percent of total DALYs,0.012231553,0.011094948,0.013484548
Colombia,1990 - 2015,All ages,Both,Other cardiovascular and circulatory diseases,DALYs annual % change,0.006675885,,
Colombia,2015,All ages,Both,Chronic obstructive pulmonary disease,Percent of total DALYs,0.01977467,0.017521715,0.022264734
Colombia,1990 - 2015,All ages,Both,Chronic obstructive pulmonary disease,DALYs annual % change,0.001285145,,
Colombia,2015,All ages,Both,Pneumoconiosis,Percent of total DALYs,0.000270664,0.000214302,0.000335159
Colombia,1990 - 2015,All ages,Both,Pneumoconiosis,DALYs annual % change,-4.30223E-05,,
Colombia,2015,All ages,Both,Asthma,Percent of total DALYs,0.016851557,0.012285317,0.021890715
Colombia,1990 - 2015,All ages,Both,Asthma,DALYs annual % change,-0.009705633,,
Colombia,2015,All ages,Both,Interstitial lung disease and pulmonary sarcoidosis,Percent of total DALYs,0.001147598,0.000714938,0.001440164
Colombia,1990 - 2015,All ages,Both,Interstitial lung disease and pulmonary sarcoidosis,DALYs annual % change,0.051531383,,
Colombia,2015,All ages,Both,Other chronic respiratory diseases,Percent of total DALYs,0.001811953,0.001366863,0.002461857
Colombia,1990 - 2015,All ages,Both,Other chronic respiratory diseases,DALYs annual % change,-0.000716074,,
Colombia,2015,All ages,Both,Cirrhosis and other chronic liver diseases due to hepatitis B,Percent of total DALYs,0.000413173,0.000339619,0.0005377
Colombia,1990 - 2015,All ages,Both,Cirrhosis and other chronic liver diseases due to hepatitis B,DALYs annual % change,0.010145326,,
Colombia,2015,All ages,Both,Cirrhosis and other chronic liver diseases due to hepatitis C,Percent of total DALYs,0.002427975,0.002043851,0.003222794
Colombia,1990 - 2015,All ages,Both,Cirrhosis and other chronic liver diseases due to hepatitis C,DALYs annual % change,0.0092131,,
Colombia,2015,All ages,Both,Cirrhosis and other chronic liver diseases due to alcohol use,Percent of total DALYs,0.003478561,0.002906595,0.00472009
Colombia,1990 - 2015,All ages,Both,Cirrhosis and other chronic liver diseases due to alcohol use,DALYs annual % change,-0.001308499,,
Colombia,2015,All ages,Both,Cirrhosis and other chronic liver diseases due to other causes,Percent of total DALYs,0.001919419,0.001644435,0.002257389
Colombia,1990 - 2015,All ages,Both,Cirrhosis and other chronic liver diseases due to other causes,DALYs annual % change,-0.006344442,,
Colombia,2015,All ages,Both,Peptic ulcer disease,Percent of total DALYs,0.002514489,0.002294416,0.002784492
Colombia,1990 - 2015,All ages,Both,Peptic ulcer disease,DALYs annual % change,-0.024090784,,
Colombia,2015,All ages,Both,Gastritis and duodenitis,Percent of total DALYs,0.000751857,0.000651027,0.000885574
Colombia,1990 - 2015,All ages,Both,Gastritis and duodenitis,DALYs annual % change,0.005734057,,
Colombia,2015,All ages,Both,Appendicitis,Percent of total DALYs,0.000850653,0.000725623,0.000983941
Colombia,1990 - 2015,All ages,Both,Appendicitis,DALYs annual % change,-0.01150361,,
Colombia,2015,All ages,Both,Paralytic ileus and intestinal obstruction,Percent of total DALYs,0.002211558,0.001610663,0.002670155
Colombia,1990 - 2015,All ages,Both,Paralytic ileus and intestinal obstruction,DALYs annual % change,0.003770491,,
Colombia,2015,All ages,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,0.000577338,0.000471889,0.000712014
Colombia,1990 - 2015,All ages,Both,"Inguinal, femoral, and abdominal hernia",DALYs annual % change,-0.008694624,,
Colombia,2015,All ages,Both,Inflammatory bowel disease,Percent of total DALYs,0.001308809,0.001080533,0.001555801
Colombia,1990 - 2015,All ages,Both,Inflammatory bowel disease,DALYs annual % change,0.009082373,,
Colombia,2015,All ages,Both,Vascular intestinal disorders,Percent of total DALYs,0.001343408,0.001128426,0.00158903
Colombia,1990 - 2015,All ages,Both,Vascular intestinal disorders,DALYs annual % change,0.015056157,,
Colombia,2015,All ages,Both,Gallbladder and biliary diseases,Percent of total DALYs,0.002154909,0.001920118,0.002425167
Colombia,1990 - 2015,All ages,Both,Gallbladder and biliary diseases,DALYs annual % change,0.006045857,,
Colombia,2015,All ages,Both,Pancreatitis,Percent of total DALYs,0.001110264,0.000941637,0.001333196
Colombia,1990 - 2015,All ages,Both,Pancreatitis,DALYs annual % change,-0.004821667,,
Colombia,2015,All ages,Both,Other digestive diseases,Percent of total DALYs,0.001817764,0.001633632,0.002046501
Colombia,1990 - 2015,All ages,Both,Other digestive diseases,DALYs annual % change,0.001708803,,
Colombia,2015,All ages,Both,Alzheimer disease and other dementias,Percent of total DALYs,0.013013355,0.010996045,0.015386978
Colombia,1990 - 2015,All ages,Both,Alzheimer disease and other dementias,DALYs annual % change,0.021107267,,
Colombia,2015,All ages,Both,Parkinson disease,Percent of total DALYs,0.000483237,0.000427337,0.000539988
Colombia,1990 - 2015,All ages,Both,Parkinson disease,DALYs annual % change,0.022350943,,
Colombia,2015,All ages,Both,Epilepsy,Percent of total DALYs,0.007962851,0.006022321,0.010306857
Colombia,1990 - 2015,All ages,Both,Epilepsy,DALYs annual % change,-0.021517391,,
Colombia,2015,All ages,Both,Multiple sclerosis,Percent of total DALYs,0.000379801,0.000318432,0.0004338
Colombia,1990 - 2015,All ages,Both,Multiple sclerosis,DALYs annual % change,0.019911746,,
Colombia,2015,All ages,Both,Migraine,Percent of total DALYs,0.020734425,0.013441555,0.029284439
Colombia,1990 - 2015,All ages,Both,Migraine,DALYs annual % change,0.004049549,,
Colombia,2015,All ages,Both,Tension-type headache,Percent of total DALYs,0.001462486,0.000704496,0.002531316
Colombia,1990 - 2015,All ages,Both,Tension-type headache,DALYs annual % change,0.004539389,,
Colombia,2015,All ages,Both,Medication overuse headache,Percent of total DALYs,0.008304361,0.00589651,0.011001113
Colombia,1990 - 2015,All ages,Both,Medication overuse headache,DALYs annual % change,0.00980514,,
Colombia,2015,All ages,Both,Motor neuron disease,Percent of total DALYs,0.000452834,0.000391848,0.000515891
Colombia,1990 - 2015,All ages,Both,Motor neuron disease,DALYs annual % change,0.022552093,,
Colombia,2015,All ages,Both,Other neurological disorders,Percent of total DALYs,0.001135281,0.000971677,0.00129342
Colombia,1990 - 2015,All ages,Both,Other neurological disorders,DALYs annual % change,-0.005503076,,
Colombia,2015,All ages,Both,Schizophrenia,Percent of total DALYs,0.007984131,0.006008022,0.009893686
Colombia,1990 - 2015,All ages,Both,Schizophrenia,DALYs annual % change,0.011144179,,
Colombia,2015,All ages,Both,Alcohol use disorders,Percent of total DALYs,0.004805008,0.003579336,0.00622404
Colombia,1990 - 2015,All ages,Both,Alcohol use disorders,DALYs annual % change,0.005858763,,
Colombia,2015,All ages,Both,Drug use disorders,Percent of total DALYs,0.005030582,0.003984276,0.006167084
Colombia,1990 - 2015,All ages,Both,Drug use disorders,DALYs annual % change,0.015672127,,
Colombia,2015,All ages,Both,Depressive disorders,Percent of total DALYs,0.036635661,0.027323945,0.046769796
Colombia,1990 - 2015,All ages,Both,Depressive disorders,DALYs annual % change,0.005591116,,
Colombia,2015,All ages,Both,Bipolar disorder,Percent of total DALYs,0.007765185,0.005106022,0.011189336
Colombia,1990 - 2015,All ages,Both,Bipolar disorder,DALYs annual % change,0.003901406,,
Colombia,2015,All ages,Both,Anxiety disorders,Percent of total DALYs,0.023580486,0.017181892,0.030900997
Colombia,1990 - 2015,All ages,Both,Anxiety disorders,DALYs annual % change,0.00383733,,
Colombia,2015,All ages,Both,Eating disorders,Percent of total DALYs,0.000806825,0.000582469,0.001071671
Colombia,1990 - 2015,All ages,Both,Eating disorders,DALYs annual % change,0.007602422,,
Colombia,2015,All ages,Both,Autistic spectrum disorders,Percent of total DALYs,0.005916552,0.004413734,0.007523229
Colombia,1990 - 2015,All ages,Both,Autistic spectrum disorders,DALYs annual % change,-0.0007198,,
Colombia,2015,All ages,Both,Attention-deficit/hyperactivity disorder,Percent of total DALYs,0.000383202,0.000234087,0.000590831
Colombia,1990 - 2015,All ages,Both,Attention-deficit/hyperactivity disorder,DALYs annual % change,-0.008974919,,
Colombia,2015,All ages,Both,Conduct disorder,Percent of total DALYs,0.004177913,0.002712987,0.006117218
Colombia,1990 - 2015,All ages,Both,Conduct disorder,DALYs annual % change,-0.011078322,,
Colombia,2015,All ages,Both,Idiopathic developmental intellectual disability,Percent of total DALYs,0.0013878,0.000634919,0.002338724
Colombia,1990 - 2015,All ages,Both,Idiopathic developmental intellectual disability,DALYs annual % change,0.005783129,,
Colombia,2015,All ages,Both,Other mental and substance use disorders,Percent of total DALYs,0.006070362,0.004602601,0.007856995
Colombia,1990 - 2015,All ages,Both,Other mental and substance use disorders,DALYs annual % change,0.007843999,,
Colombia,2015,All ages,Both,Diabetes mellitus,Percent of total DALYs,0.030078961,0.026783521,0.033707857
Colombia,1990 - 2015,All ages,Both,Diabetes mellitus,DALYs annual % change,0.012361143,,
Colombia,2015,All ages,Both,Acute glomerulonephritis,Percent of total DALYs,3.27582E-05,2.69187E-05,4.84352E-05
Colombia,1990 - 2015,All ages,Both,Acute glomerulonephritis,DALYs annual % change,-0.028953351,,
Colombia,2015,All ages,Both,Chronic kidney disease,Percent of total DALYs,0.020503874,0.0189222,0.022080818
Colombia,1990 - 2015,All ages,Both,Chronic kidney disease,DALYs annual % change,-0.000253864,,
Colombia,2015,All ages,Both,Urinary diseases and male infertility,Percent of total DALYs,0.004393274,0.003959013,0.004829686
Colombia,1990 - 2015,All ages,Both,Urinary diseases and male infertility,DALYs annual % change,0.018223322,,
Colombia,2015,All ages,Both,Gynecological diseases,Percent of total DALYs,0.004758138,0.003379916,0.006443258
Colombia,1990 - 2015,All ages,Both,Gynecological diseases,DALYs annual % change,0.002895954,,
Colombia,2015,All ages,Both,Hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.0016047,0.00140787,0.001829223
