Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Colombia,1990 - 2015,All ages,Both,Maternal obstructed labor and uterine rupture,Deaths annual % change,-0.058679444,,
Colombia,2015,All ages,Both,"Maternal abortion, miscarriage, and ectopic pregnancy",Percent of total deaths,0.000229089,0.000176746,0.000299327
Colombia,1990 - 2015,All ages,Both,"Maternal abortion, miscarriage, and ectopic pregnancy",Deaths annual % change,-0.066195949,,
Colombia,2015,All ages,Both,Indirect maternal deaths,Percent of total deaths,0.000435073,0.00031191,0.000602665
Colombia,1990 - 2015,All ages,Both,Indirect maternal deaths,Deaths annual % change,-0.016501538,,
Colombia,2015,All ages,Both,Late maternal deaths,Percent of total deaths,5.12E-05,3.81E-05,6.79E-05
Colombia,1990 - 2015,All ages,Both,Late maternal deaths,Deaths annual % change,-0.036698271,,
Colombia,2015,All ages,Both,Other maternal disorders,Percent of total deaths,0.00018691,0.000150567,0.000230358
Colombia,1990 - 2015,All ages,Both,Other maternal disorders,Deaths annual % change,-0.058082792,,
Colombia,2015,All ages,Both,Neonatal preterm birth complications,Percent of total deaths,0.007329772,0.00459462,0.010400525
Colombia,1990 - 2015,All ages,Both,Neonatal preterm birth complications,Deaths annual % change,-0.052065396,,
Colombia,2015,All ages,Both,Neonatal encephalopathy due to birth asphyxia and trauma,Percent of total deaths,0.003089522,0.001981745,0.004434234
Colombia,1990 - 2015,All ages,Both,Neonatal encephalopathy due to birth asphyxia and trauma,Deaths annual % change,-0.070259363,,
Colombia,2015,All ages,Both,Neonatal sepsis and other neonatal infections,Percent of total deaths,0.004754171,0.002797784,0.008762026
Colombia,1990 - 2015,All ages,Both,Neonatal sepsis and other neonatal infections,Deaths annual % change,-0.020444973,,
Colombia,2015,All ages,Both,Hemolytic disease and other neonatal jaundice,Percent of total deaths,0.000142564,8.73E-05,0.000217696
Colombia,1990 - 2015,All ages,Both,Hemolytic disease and other neonatal jaundice,Deaths annual % change,-0.091114656,,
Colombia,2015,All ages,Both,Other neonatal disorders,Percent of total deaths,0.002918998,0.001804603,0.004267918
Colombia,1990 - 2015,All ages,Both,Other neonatal disorders,Deaths annual % change,-0.021412408,,
Colombia,2015,All ages,Both,Protein-energy malnutrition,Percent of total deaths,0.009570306,0.008344547,0.011107427
Colombia,1990 - 2015,All ages,Both,Protein-energy malnutrition,Deaths annual % change,-0.016304846,,
Colombia,2015,All ages,Both,Iodine deficiency,Percent of total deaths,1.51E-05,2.41E-06,5.18E-05
Colombia,1990 - 2015,All ages,Both,Iodine deficiency,Deaths annual % change,-0.025748342,,
Colombia,2015,All ages,Both,Vitamin A deficiency,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Vitamin A deficiency,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Iron-deficiency anemia,Percent of total deaths,2.95E-05,1.82E-05,4.04E-05
Colombia,1990 - 2015,All ages,Both,Iron-deficiency anemia,Deaths annual % change,-0.006804975,,
Colombia,2015,All ages,Both,Other nutritional deficiencies,Percent of total deaths,0.000307529,0.000198267,0.000416296
Colombia,1990 - 2015,All ages,Both,Other nutritional deficiencies,Deaths annual % change,-0.036412497,,
Colombia,2015,All ages,Both,Sexually transmitted diseases excluding HIV,Percent of total deaths,0.000348357,0.000225112,0.000557756
Colombia,1990 - 2015,All ages,Both,Sexually transmitted diseases excluding HIV,Deaths annual % change,-0.095386272,,
Colombia,2015,All ages,Both,Hepatitis,Percent of total deaths,0.000319734,0.000283858,0.000359074
Colombia,1990 - 2015,All ages,Both,Hepatitis,Deaths annual % change,-0.047973676,,
Colombia,2015,All ages,Both,Leprosy,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Leprosy,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Other infectious diseases,Percent of total deaths,0.001050088,0.000931523,0.001260377
Colombia,1990 - 2015,All ages,Both,Other infectious diseases,Deaths annual % change,-0.005441185,,
Colombia,2015,All ages,Both,Esophageal cancer,Percent of total deaths,0.003935811,0.003576143,0.004292857
Colombia,1990 - 2015,All ages,Both,Esophageal cancer,Deaths annual % change,0.00026133,,
Colombia,2015,All ages,Both,Stomach cancer,Percent of total deaths,0.024412603,0.023150578,0.025694911
Colombia,1990 - 2015,All ages,Both,Stomach cancer,Deaths annual % change,-0.001056822,,
Colombia,2015,All ages,Both,Liver cancer,Percent of total deaths,0.009667721,0.008808616,0.010586594
Colombia,1990 - 2015,All ages,Both,Liver cancer,Deaths annual % change,0.01601063,,
Colombia,2015,All ages,Both,Larynx cancer,Percent of total deaths,0.002315119,0.002077588,0.002574383
Colombia,1990 - 2015,All ages,Both,Larynx cancer,Deaths annual % change,-0.000506737,,
Colombia,2015,All ages,Both,"Tracheal, bronchus, and lung cancer",Percent of total deaths,0.023410875,0.021828265,0.024808461
Colombia,1990 - 2015,All ages,Both,"Tracheal, bronchus, and lung cancer",Deaths annual % change,0.016057636,,
Colombia,2015,All ages,Both,Breast cancer,Percent of total deaths,0.01397097,0.012242223,0.01520405
Colombia,1990 - 2015,All ages,Both,Breast cancer,Deaths annual % change,0.01830919,,
Colombia,2015,All ages,Both,Cervical cancer,Percent of total deaths,0.009190678,0.00834255,0.010080502
Colombia,1990 - 2015,All ages,Both,Cervical cancer,Deaths annual % change,-0.000398357,,
Colombia,2015,All ages,Both,Uterine cancer,Percent of total deaths,0.001963425,0.001638059,0.00231477
Colombia,1990 - 2015,All ages,Both,Uterine cancer,Deaths annual % change,-0.003257347,,
Colombia,2015,All ages,Both,Prostate cancer,Percent of total deaths,0.01379423,0.008223983,0.016571995
Colombia,1990 - 2015,All ages,Both,Prostate cancer,Deaths annual % change,0.02029971,,
Colombia,2015,All ages,Both,Colon and rectum cancer,Percent of total deaths,0.017053312,0.015775831,0.018465031
Colombia,1990 - 2015,All ages,Both,Colon and rectum cancer,Deaths annual % change,0.02176213,,
Colombia,2015,All ages,Both,Lip and oral cavity cancer,Percent of total deaths,0.002151105,0.001950477,0.002374825
Colombia,1990 - 2015,All ages,Both,Lip and oral cavity cancer,Deaths annual % change,0.007056537,,
Colombia,2015,All ages,Both,Nasopharynx cancer,Percent of total deaths,0.000644587,0.000572407,0.000727121
Colombia,1990 - 2015,All ages,Both,Nasopharynx cancer,Deaths annual % change,0.001337146,,
Colombia,2015,All ages,Both,Other pharynx cancer,Percent of total deaths,0.00071754,0.000654005,0.000796096
Colombia,1990 - 2015,All ages,Both,Other pharynx cancer,Deaths annual % change,-0.005121581,,
Colombia,2015,All ages,Both,Gallbladder and biliary tract cancer,Percent of total deaths,0.004554476,0.004076291,0.005117001
Colombia,1990 - 2015,All ages,Both,Gallbladder and biliary tract cancer,Deaths annual % change,-0.007017247,,
Colombia,2015,All ages,Both,Pancreatic cancer,Percent of total deaths,0.008135036,0.007560361,0.008705237
Colombia,1990 - 2015,All ages,Both,Pancreatic cancer,Deaths annual % change,0.013348141,,
Colombia,2015,All ages,Both,Malignant skin melanoma,Percent of total deaths,0.00141654,0.000944673,0.001763246
Colombia,1990 - 2015,All ages,Both,Malignant skin melanoma,Deaths annual % change,0.024341819,,
Colombia,2015,All ages,Both,Non-melanoma skin cancer,Percent of total deaths,0.002369007,0.002008194,0.002842146
Colombia,1990 - 2015,All ages,Both,Non-melanoma skin cancer,Deaths annual % change,0.02302787,,
Colombia,2015,All ages,Both,Ovarian cancer,Percent of total deaths,0.004488806,0.004046449,0.004885892
Colombia,1990 - 2015,All ages,Both,Ovarian cancer,Deaths annual % change,0.012899501,,
Colombia,2015,All ages,Both,Testicular cancer,Percent of total deaths,0.000419325,0.000356771,0.000501744
Colombia,1990 - 2015,All ages,Both,Testicular cancer,Deaths annual % change,0.000947369,,
Colombia,2015,All ages,Both,Kidney cancer,Percent of total deaths,0.002519741,0.00225372,0.002781182
Colombia,1990 - 2015,All ages,Both,Kidney cancer,Deaths annual % change,0.020202306,,
Colombia,2015,All ages,Both,Bladder cancer,Percent of total deaths,0.002760681,0.002423479,0.003094289
Colombia,1990 - 2015,All ages,Both,Bladder cancer,Deaths annual % change,0.008360693,,
Colombia,2015,All ages,Both,Brain and nervous system cancer,Percent of total deaths,0.005822179,0.00525403,0.006315395
Colombia,1990 - 2015,All ages,Both,Brain and nervous system cancer,Deaths annual % change,0.020189564,,
Colombia,2015,All ages,Both,Thyroid cancer,Percent of total deaths,0.001304834,0.001158965,0.001467335
Colombia,1990 - 2015,All ages,Both,Thyroid cancer,Deaths annual % change,0.005932666,,
Colombia,2015,All ages,Both,Mesothelioma,Percent of total deaths,0.000464406,0.000410609,0.000519868
Colombia,1990 - 2015,All ages,Both,Mesothelioma,Deaths annual % change,0.019962694,,
Colombia,2015,All ages,Both,Hodgkin lymphoma,Percent of total deaths,0.000771033,0.000634802,0.000873648
Colombia,1990 - 2015,All ages,Both,Hodgkin lymphoma,Deaths annual % change,-0.008127373,,
Colombia,2015,All ages,Both,Non-Hodgkin lymphoma,Percent of total deaths,0.005956303,0.004329238,0.006754815
Colombia,1990 - 2015,All ages,Both,Non-Hodgkin lymphoma,Deaths annual % change,0.014054748,,
Colombia,2015,All ages,Both,Multiple myeloma,Percent of total deaths,0.002735822,0.002481838,0.003068306
Colombia,1990 - 2015,All ages,Both,Multiple myeloma,Deaths annual % change,0.015139933,,
Colombia,2015,All ages,Both,Leukemia,Percent of total deaths,0.010945788,0.010006321,0.011917757
Colombia,1990 - 2015,All ages,Both,Leukemia,Deaths annual % change,0.004607972,,
Colombia,2015,All ages,Both,Other neoplasms,Percent of total deaths,0.011756165,0.007498697,0.013144252
Colombia,1990 - 2015,All ages,Both,Other neoplasms,Deaths annual % change,0.031355751,,
Colombia,2015,All ages,Both,Rheumatic heart disease,Percent of total deaths,0.00107465,0.000997033,0.001152271
Colombia,1990 - 2015,All ages,Both,Rheumatic heart disease,Deaths annual % change,-0.035330148,,
Colombia,2015,All ages,Both,Ischemic heart disease,Percent of total deaths,0.172533157,0.166780523,0.178548682
Colombia,1990 - 2015,All ages,Both,Ischemic heart disease,Deaths annual % change,0.005284663,,
Colombia,2015,All ages,Both,Cerebrovascular disease,Percent of total deaths,0.073801806,0.069849858,0.07782128
Colombia,1990 - 2015,All ages,Both,Cerebrovascular disease,Deaths annual % change,-0.002019363,,
Colombia,2015,All ages,Both,Hypertensive heart disease,Percent of total deaths,0.020970631,0.018957085,0.023348844
Colombia,1990 - 2015,All ages,Both,Hypertensive heart disease,Deaths annual % change,-0.007038173,,
Colombia,2015,All ages,Both,Cardiomyopathy and myocarditis,Percent of total deaths,0.004633198,0.004234652,0.005041099
Colombia,1990 - 2015,All ages,Both,Cardiomyopathy and myocarditis,Deaths annual % change,-0.006171313,,
Colombia,2015,All ages,Both,Atrial fibrillation and flutter,Percent of total deaths,0.003677332,0.002739015,0.004812197
Colombia,1990 - 2015,All ages,Both,Atrial fibrillation and flutter,Deaths annual % change,0.023101701,,
Colombia,2015,All ages,Both,Aortic aneurysm,Percent of total deaths,0.005890676,0.00535851,0.006372633
Colombia,1990 - 2015,All ages,Both,Aortic aneurysm,Deaths annual % change,0.013363926,,
Colombia,2015,All ages,Both,Peripheral artery disease,Percent of total deaths,0.00052372,0.00043078,0.000650291
Colombia,1990 - 2015,All ages,Both,Peripheral artery disease,Deaths annual % change,0.032870053,,
Colombia,2015,All ages,Both,Endocarditis,Percent of total deaths,0.00206947,0.0018727,0.002264869
Colombia,1990 - 2015,All ages,Both,Endocarditis,Deaths annual % change,0.013850507,,
Colombia,2015,All ages,Both,Other cardiovascular and circulatory diseases,Percent of total deaths,0.013313304,0.012339456,0.014320774
Colombia,1990 - 2015,All ages,Both,Other cardiovascular and circulatory diseases,Deaths annual % change,0.005784764,,
Colombia,2015,All ages,Both,Chronic obstructive pulmonary disease,Percent of total deaths,0.061034293,0.057461345,0.064703255
Colombia,1990 - 2015,All ages,Both,Chronic obstructive pulmonary disease,Deaths annual % change,0.022783293,,
Colombia,2015,All ages,Both,Pneumoconiosis,Percent of total deaths,0.000266598,0.000229354,0.000307687
Colombia,1990 - 2015,All ages,Both,Pneumoconiosis,Deaths annual % change,-0.005754801,,
Colombia,2015,All ages,Both,Asthma,Percent of total deaths,0.001877569,0.00166878,0.002335017
Colombia,1990 - 2015,All ages,Both,Asthma,Deaths annual % change,-0.03949439,,
Colombia,2015,All ages,Both,Interstitial lung disease and pulmonary sarcoidosis,Percent of total deaths,0.002349513,0.001507926,0.00287606
Colombia,1990 - 2015,All ages,Both,Interstitial lung disease and pulmonary sarcoidosis,Deaths annual % change,0.061465869,,
Colombia,2015,All ages,Both,Other chronic respiratory diseases,Percent of total deaths,0.001625523,0.001377115,0.002013209
Colombia,1990 - 2015,All ages,Both,Other chronic respiratory diseases,Deaths annual % change,0.014260802,,
Colombia,2015,All ages,Both,Cirrhosis and other chronic liver diseases due to hepatitis B,Percent of total deaths,0.000922889,0.000800474,0.001058271
Colombia,1990 - 2015,All ages,Both,Cirrhosis and other chronic liver diseases due to hepatitis B,Deaths annual % change,0.016902409,,
Colombia,2015,All ages,Both,Cirrhosis and other chronic liver diseases due to hepatitis C,Percent of total deaths,0.005202631,0.004685277,0.005882187
Colombia,1990 - 2015,All ages,Both,Cirrhosis and other chronic liver diseases due to hepatitis C,Deaths annual % change,0.015466462,,
Colombia,2015,All ages,Both,Cirrhosis and other chronic liver diseases due to alcohol use,Percent of total deaths,0.006319738,0.005660154,0.007322217
Colombia,1990 - 2015,All ages,Both,Cirrhosis and other chronic liver diseases due to alcohol use,Deaths annual % change,0.003670988,,
Colombia,2015,All ages,Both,Cirrhosis and other chronic liver diseases due to other causes,Percent of total deaths,0.00401097,0.003608779,0.004446193
Colombia,1990 - 2015,All ages,Both,Cirrhosis and other chronic liver diseases due to other causes,Deaths annual % change,0.011207507,,
Colombia,2015,All ages,Both,Peptic ulcer disease,Percent of total deaths,0.004978508,0.004441617,0.005708608
Colombia,1990 - 2015,All ages,Both,Peptic ulcer disease,Deaths annual % change,-0.018242902,,
Colombia,2015,All ages,Both,Gastritis and duodenitis,Percent of total deaths,0.000917732,0.000771417,0.00108776
Colombia,1990 - 2015,All ages,Both,Gastritis and duodenitis,Deaths annual % change,0.021457734,,
Colombia,2015,All ages,Both,Appendicitis,Percent of total deaths,0.001381948,0.001228361,0.001570058
Colombia,1990 - 2015,All ages,Both,Appendicitis,Deaths annual % change,0.002699868,,
Colombia,2015,All ages,Both,Paralytic ileus and intestinal obstruction,Percent of total deaths,0.005137595,0.003727775,0.005950576
Colombia,1990 - 2015,All ages,Both,Paralytic ileus and intestinal obstruction,Deaths annual % change,0.019936442,,
Colombia,2015,All ages,Both,"Inguinal, femoral, and abdominal hernia",Percent of total deaths,0.001363135,0.001091319,0.001711515
Colombia,1990 - 2015,All ages,Both,"Inguinal, femoral, and abdominal hernia",Deaths annual % change,0.001305912,,
Colombia,2015,All ages,Both,Inflammatory bowel disease,Percent of total deaths,0.000612883,0.000523823,0.00071351
Colombia,1990 - 2015,All ages,Both,Inflammatory bowel disease,Deaths annual % change,0.018814062,,
Colombia,2015,All ages,Both,Vascular intestinal disorders,Percent of total deaths,0.004070619,0.003617737,0.004578748
Colombia,1990 - 2015,All ages,Both,Vascular intestinal disorders,Deaths annual % change,0.027553893,,
Colombia,2015,All ages,Both,Gallbladder and biliary diseases,Percent of total deaths,0.004770582,0.00420993,0.005395127
Colombia,1990 - 2015,All ages,Both,Gallbladder and biliary diseases,Deaths annual % change,0.019394744,,
Colombia,2015,All ages,Both,Pancreatitis,Percent of total deaths,0.002084975,0.001876519,0.002366076
Colombia,1990 - 2015,All ages,Both,Pancreatitis,Deaths annual % change,0.006901945,,
Colombia,2015,All ages,Both,Other digestive diseases,Percent of total deaths,0.003354084,0.00301237,0.003786108
Colombia,1990 - 2015,All ages,Both,Other digestive diseases,Deaths annual % change,0.014343322,,
Colombia,2015,All ages,Both,Alzheimer disease and other dementias,Percent of total deaths,0.045822372,0.038239064,0.054005816
Colombia,1990 - 2015,All ages,Both,Alzheimer disease and other dementias,Deaths annual % change,0.023394284,,
Colombia,2015,All ages,Both,Parkinson disease,Percent of total deaths,0.001004013,0.000893616,0.00113428
Colombia,1990 - 2015,All ages,Both,Parkinson disease,Deaths annual % change,0.031769932,,
Colombia,2015,All ages,Both,Epilepsy,Percent of total deaths,0.002467344,0.002269006,0.002734164
Colombia,1990 - 2015,All ages,Both,Epilepsy,Deaths annual % change,-0.011773271,,
Colombia,2015,All ages,Both,Multiple sclerosis,Percent of total deaths,0.000305886,0.000244236,0.000348919
Colombia,1990 - 2015,All ages,Both,Multiple sclerosis,Deaths annual % change,0.025385245,,
Colombia,2015,All ages,Both,Migraine,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Migraine,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Tension-type headache,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Tension-type headache,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Medication overuse headache,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Medication overuse headache,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Motor neuron disease,Percent of total deaths,0.000720996,0.000664941,0.000776271
Colombia,1990 - 2015,All ages,Both,Motor neuron disease,Deaths annual % change,0.034702314,,
Colombia,2015,All ages,Both,Other neurological disorders,Percent of total deaths,0.00120519,0.0010962,0.001302871
Colombia,1990 - 2015,All ages,Both,Other neurological disorders,Deaths annual % change,0.002517899,,
Colombia,2015,All ages,Both,Schizophrenia,Percent of total deaths,5.37E-05,4.67E-05,6.12E-05
Colombia,1990 - 2015,All ages,Both,Schizophrenia,Deaths annual % change,0.001863556,,
Colombia,2015,All ages,Both,Alcohol use disorders,Percent of total deaths,0.00039626,0.000348968,0.000455816
Colombia,1990 - 2015,All ages,Both,Alcohol use disorders,Deaths annual % change,-0.003952618,,
Colombia,2015,All ages,Both,Drug use disorders,Percent of total deaths,0.001020443,0.000836222,0.001145314
Colombia,1990 - 2015,All ages,Both,Drug use disorders,Deaths annual % change,0.028413828,,
Colombia,2015,All ages,Both,Depressive disorders,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Depressive disorders,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Bipolar disorder,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Bipolar disorder,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Anxiety disorders,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Anxiety disorders,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Eating disorders,Percent of total deaths,1.06E-05,7.49E-06,1.80E-05
Colombia,1990 - 2015,All ages,Both,Eating disorders,Deaths annual % change,0.004093291,,
Colombia,2015,All ages,Both,Autistic spectrum disorders,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Autistic spectrum disorders,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Attention-deficit/hyperactivity disorder,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Attention-deficit/hyperactivity disorder,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Conduct disorder,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Conduct disorder,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Idiopathic developmental intellectual disability,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Idiopathic developmental intellectual disability,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Other mental and substance use disorders,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Other mental and substance use disorders,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Diabetes mellitus,Percent of total deaths,0.030601045,0.028261132,0.032981351
Colombia,1990 - 2015,All ages,Both,Diabetes mellitus,Deaths annual % change,0.013223855,,
Colombia,2015,All ages,Both,Acute glomerulonephritis,Percent of total deaths,4.55E-05,3.58E-05,8.75E-05
Colombia,1990 - 2015,All ages,Both,Acute glomerulonephritis,Deaths annual % change,-0.021897403,,
Colombia,2015,All ages,Both,Chronic kidney disease,Percent of total deaths,0.03287568,0.030785024,0.035116015
Colombia,1990 - 2015,All ages,Both,Chronic kidney disease,Deaths annual % change,0.00724177,,
Colombia,2015,All ages,Both,Urinary diseases and male infertility,Percent of total deaths,0.009640642,0.008402069,0.010989634
Colombia,1990 - 2015,All ages,Both,Urinary diseases and male infertility,Deaths annual % change,0.039311914,,
Colombia,2015,All ages,Both,Gynecological diseases,Percent of total deaths,5.42E-05,4.67E-05,6.35E-05
Colombia,1990 - 2015,All ages,Both,Gynecological diseases,Deaths annual % change,-0.033711066,,
Colombia,2015,All ages,Both,Hemoglobinopathies and hemolytic anemias,Percent of total deaths,0.000993473,0.000892196,0.001127257
Colombia,1990 - 2015,All ages,Both,Hemoglobinopathies and hemolytic anemias,Deaths annual % change,-0.009681883,,
Colombia,2015,All ages,Both,"Endocrine, metabolic, blood, and immune disorders",Percent of total deaths,0.003440791,0.003109625,0.003751562
Colombia,1990 - 2015,All ages,Both,"Endocrine, metabolic, blood, and immune disorders",Deaths annual % change,0.009459909,,
Colombia,2015,All ages,Both,Rheumatoid arthritis,Percent of total deaths,0.000902667,0.000738792,0.00123131
Colombia,1990 - 2015,All ages,Both,Rheumatoid arthritis,Deaths annual % change,0.004010881,,
Colombia,2015,All ages,Both,Osteoarthritis,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Osteoarthritis,Deaths annual % change,0,,
