measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,376,Late maternal deaths,1,Number,2015,377710.6496,562198.8247,244762.0955
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,379,Other maternal disorders,1,Number,2015,1967518.456,2434939.299,1578330.846
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,197924839.3,204751832.9,191388863
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,381,Neonatal preterm birth complications,1,Number,2015,74833590.58,83015371.28,68500324.36
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,382,Neonatal encephalopathy due to birth asphyxia and trauma,1,Number,2015,67856537.63,75824695.74,61497717.48
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,383,Neonatal sepsis and other neonatal infections,1,Number,2015,30454488.82,39747904.21,21591757.77
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,384,Hemolytic disease and other neonatal jaundice,1,Number,2015,4504044.255,6420585.706,3202694.571
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,385,Other neonatal disorders,1,Number,2015,20276178.07,25385902.18,15531006.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,76517058.13,100939589.1,58781918.72
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,387,Protein-energy malnutrition,1,Number,2015,21093984.78,26299520.85,16844156.01
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,388,Iodine deficiency,1,Number,2015,2476361.711,3662077.129,1592836.639
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,389,Vitamin A deficiency,1,Number,2015,232393.2306,346265.2981,143388.3532
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,390,Iron-deficiency anemia,1,Number,2015,51217143.03,72661022.16,35014410.87
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,391,Other nutritional deficiencies,1,Number,2015,1497175.375,1983717.76,1135697.161
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,392,"Other communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,21792186.23,26922339.42,17473987.58
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,393,Sexually transmitted diseases excluding HIV,1,Number,2015,10330862.43,15315097.89,6583030.746
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,394,Syphilis,1,Number,2015,8957105.922,13969676.84,5273240.924
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,395,Chlamydial infection,1,Number,2015,369759.6463,595418.3918,214029.3022
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,396,Gonococcal infection,1,Number,2015,469839.8311,716774.8276,283443.7414
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,397,Trichomoniasis,1,Number,2015,194276.8212,412123.4258,77831.65165
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,398,Genital herpes,1,Number,2015,236359.0105,555788.9906,74257.15889
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,399,Other sexually transmitted diseases,1,Number,2015,103521.1992,141171.3705,74271.47611
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,400,Hepatitis,1,Number,2015,4925342.553,5229349.279,4634774.745
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,401,Acute hepatitis A,1,Number,2015,1030323.404,1335871.122,714908.1682
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,402,Hepatitis B,1,Number,2015,2449142.589,2799153.553,2083504.797
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,403,Hepatitis C,1,Number,2015,89095.25434,201876.5566,25519.86679
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,404,Acute hepatitis E,1,Number,2015,1356781.306,1794395.44,972005.6301
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,405,Leprosy,1,Number,2015,30988.36131,43580.8744,20819.04274
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,408,Other infectious diseases,1,Number,2015,6535981.248,7935584.717,4527658.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,2015,1473508225,1650147445,1309803192
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,410,Neoplasms,1,Number,2015,209359204.8,214470123.3,204155523.9
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,411,Esophageal cancer,1,Number,2015,9854405.728,10270826.35,9465318.011
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,414,Stomach cancer,1,Number,2015,17439595.41,18034596.42,16876663.06
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,417,Liver cancer,1,Number,2015,20577990.23,21915326.53,18937790.18
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,418,Liver cancer due to hepatitis B,1,Number,2015,8029482.638,8795544.038,7279642.776
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,419,Liver cancer due to hepatitis C,1,Number,2015,3323968.881,3573640.038,3012176.768
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,420,Liver cancer due to alcohol use,1,Number,2015,5888544.044,6440950.07,5368399.816
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,421,Liver cancer due to other causes,1,Number,2015,3335994.667,3637735.495,3019059.948
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,423,Larynx cancer,1,Number,2015,2608474.548,2704978.875,2518331.024
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",1,Number,2015,36419462.77,37615578.3,35356593.53
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,429,Breast cancer,1,Number,2015,15410605.37,16217797.64,14415513.29
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,432,Cervical cancer,1,Number,2015,6962970.041,7407969.008,6526213.961
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,435,Uterine cancer,1,Number,2015,2230749.81,2386936.637,2098261.351
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,438,Prostate cancer,1,Number,2015,6281228.983,7904183.884,5233930.878
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,441,Colon and rectum cancer,1,Number,2015,17026563.65,17504661.01,16586696.52
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,444,Lip and oral cavity cancer,1,Number,2015,3780052.368,3928942.81,3645738.638
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,447,Nasopharynx cancer,1,Number,2015,1911701.25,2040246.061,1562112.325
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,450,Other pharynx cancer,1,Number,2015,1715746.212,1794982.959,1635401.152
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,453,Gallbladder and biliary tract cancer,1,Number,2015,2615698.218,2740775.035,2454629.388
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,456,Pancreatic cancer,1,Number,2015,8236564.796,8419989.683,8064733.461
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,459,Malignant skin melanoma,1,Number,2015,1596261.757,1982679.359,1293447.305
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,462,Non-melanoma skin cancer,1,Number,2015,1088825.916,1150074.566,1028310.889
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,465,Ovarian cancer,1,Number,2015,4135889.273,4297985.167,3992393.216
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,468,Testicular cancer,1,Number,2015,442596.24,473300.7174,413129.5161
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,471,Kidney cancer,1,Number,2015,3340331.133,3513192.488,3189638.368
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,474,Bladder cancer,1,Number,2015,3368810.112,3496495.216,3251305.824
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,477,Brain and nervous system cancer,1,Number,2015,7624393.62,8218849.138,6975260.723
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,480,Thyroid cancer,1,Number,2015,846250.5748,928986.8957,754056.2124
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,483,Mesothelioma,1,Number,2015,701881.954,722231.3788,678807.9339
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,484,Hodgkin lymphoma,1,Number,2015,845551.9951,1031710.381,758401.5507
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,485,Non-Hodgkin lymphoma,1,Number,2015,6283844.436,6632328.917,5449784.437
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,486,Multiple myeloma,1,Number,2015,2182406.963,2255798.819,2096489.69
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,487,Leukemia,1,Number,2015,12040441.9,12499302.41,11609789.26
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,488,Other neoplasms,1,Number,2015,11789909.55,12616232.17,10528048.87
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2015,347528912.8,358093504.1,337220278.3
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,492,Rheumatic heart disease,1,Number,2015,10513235.72,11514482.43,9610969.627
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,493,Ischemic heart disease,1,Number,2015,164020394.1,169088246.7,159621343
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,494,Cerebrovascular disease,1,Number,2015,118626743.8,122627048.8,114862420.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,495,Ischemic stroke,1,Number,2015,45208527.71,47386774.55,43150175.36
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,496,Hemorrhagic stroke,1,Number,2015,73418216.08,76596373.6,70737228.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,498,Hypertensive heart disease,1,Number,2015,17484553.37,18593558.35,16286937.55
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,499,Cardiomyopathy and myocarditis,1,Number,2015,9220317.887,9705983.656,8765647.921
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,500,Atrial fibrillation and flutter,1,Number,2015,4433691.923,5489116.888,3541699.598
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,501,Aortic aneurysm,1,Number,2015,2930176.091,3007029.2,2846029.764
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,502,Peripheral artery disease,1,Number,2015,1198833.257,1682631.768,897976.3649
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,503,Endocarditis,1,Number,2015,2210258.847,2421343.89,1838933.376
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,507,Other cardiovascular and circulatory diseases,1,Number,2015,16890707.76,19104221.27,14824747.5
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,508,Chronic respiratory diseases,1,Number,2015,97451797.37,105527583.7,89829749.9
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,1,Number,2015,63850433.18,66288553.58,61215315.64
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,510,Pneumoconiosis,1,Number,2015,1099638.532,1314744.701,902712.5855
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,511,Silicosis,1,Number,2015,270168.5312,310076.833,235822.8729
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,512,Asbestosis,1,Number,2015,91976.84548,107201.1464,75278.91538
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,513,Coal workers pneumoconiosis,1,Number,2015,57494.22815,67183.31906,48953.45786
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,514,Other pneumoconiosis,1,Number,2015,679998.9269,855937.4605,526219.3541
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,515,Asthma,1,Number,2015,26168784.78,32582992.48,20501406.88
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2015,2352561.82,2618693.842,1933806.822
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,520,Other chronic respiratory diseases,1,Number,2015,3980379.059,4569671.91,3225643.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,1,Number,2015,38973328.71,41702879.11,37202035.94
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,522,Cirrhosis and other chronic liver diseases due to hepatitis B,1,Number,2015,10754689.07,11957625.02,9876842.475
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,523,Cirrhosis and other chronic liver diseases due to hepatitis C,1,Number,2015,9161728.313,9968195.839,8443270.619
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,524,Cirrhosis and other chronic liver diseases due to alcohol use,1,Number,2015,10997383.82,11875104.56,10197408.83
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,525,Cirrhosis and other chronic liver diseases due to other causes,1,Number,2015,8059527.499,8977672.537,7452200.193
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,526,Digestive diseases,1,Number,2015,42189063.68,47087542.21,38101129.81
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,527,Peptic ulcer disease,1,Number,2015,8894375.868,10039214.97,7949998.806
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,528,Gastritis and duodenitis,1,Number,2015,6145477.442,8251876.1,4517345.119
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,529,Appendicitis,1,Number,2015,2015865.641,2381178.429,1631567.514
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,530,Paralytic ileus and intestinal obstruction,1,Number,2015,7135513.161,8502607.72,6464309.349
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,531,"Inguinal, femoral, and abdominal hernia",1,Number,2015,1645726.374,1969068.736,1089699.51
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,532,Inflammatory bowel disease,1,Number,2015,3588041.395,4483033.284,2797263.462
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,533,Vascular intestinal disorders,1,Number,2015,1741645.919,1903381.241,1607299.244
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,534,Gallbladder and biliary diseases,1,Number,2015,2878700.743,3161754.348,2597386.418
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,535,Pancreatitis,1,Number,2015,4373199.176,4766008.663,4000123.532
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,541,Other digestive diseases,1,Number,2015,3770517.956,4438783.716,3179958.541
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,542,Neurological disorders,1,Number,2015,87082099.23,109039426.5,67962418.85
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,543,Alzheimer disease and other dementias,1,Number,2015,23779234.84,27885996.52,20117989.82
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,544,Parkinson disease,1,Number,2015,2059254.393,2320896.449,1831785.516
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,545,Epilepsy,1,Number,2015,12417943.42,14478760.45,10438327.98
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,546,Multiple sclerosis,1,Number,2015,1233716.002,1436868.829,1033442.139
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,547,Migraine,1,Number,2015,32898836.67,48945438.75,20294784.22
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,548,Tension-type headache,1,Number,2015,2260491.479,4193277.15,1054636.484
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,549,Medication overuse headache,1,Number,2015,9164689.735,13080752.52,6089265.677
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,554,Motor neuron disease,1,Number,2015,909953.4803,958539.6413,872228.9295
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,557,Other neurological disorders,1,Number,2015,2359529.135,2565403.897,2216453.847
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,558,Mental and substance use disorders,1,Number,2015,162442282.3,205579735.8,121031955.5
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,559,Schizophrenia,1,Number,2015,15516108.04,19136988.31,11279215.8
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,560,Alcohol use disorders,1,Number,2015,11194331.19,13870863.31,9136499.531
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,561,Drug use disorders,1,Number,2015,16909499.7,19871632.01,14037550.39
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,562,Opioid use disorders,1,Number,2015,12068119.86,14145072.5,9878036.557
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,563,Cocaine use disorders,1,Number,2015,999301.3892,1233906.021,773451.7183
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,564,Amphetamine use disorders,1,Number,2015,1402643.664,1846895.041,1025195.452
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,565,Cannabis use disorders,1,Number,2015,577232.1761,817631.9101,371777.039
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,566,Other drug use disorders,1,Number,2015,1862202.602,2274155.263,1501600.887
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,567,Depressive disorders,1,Number,2015,54255424.87,72968886.39,37513552.05
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All Ages,568,Major depressive disorder,1,Number,2015,44224410.93,60430453.67,29542584.83
